"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2009","Slovakia","Theft","Per hundred thousand inhabitants","586.15",""
"2009","Slovakia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","70.21",""
"2009","Slovakia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","11.39",""
"2009","Finland","Intentional homicide","Per hundred thousand inhabitants","2.25",""
"2009","Finland","Attempted intentional homicide","Per hundred thousand inhabitants","6.87",""
"2009","Finland","Assault","Per hundred thousand inhabitants","39.11",""
"2009","Finland","Kidnapping","Per hundred thousand inhabitants","0.06",""
"2009","Finland","Sexual violence","Per hundred thousand inhabitants","39.41",""
"2009","Finland","Rape","Per hundred thousand inhabitants","12.39",""
"2009","Finland","Sexual assault","Per hundred thousand inhabitants","27.02",""
"2009","Finland","Robbery","Per hundred thousand inhabitants","30.79",""
"2009","Finland","Burglary","Per hundred thousand inhabitants","482.19",""
"2009","Finland","Burglary of private residential premises","Per hundred thousand inhabitants","121.98",""
"2009","Finland","Theft","Per hundred thousand inhabitants","2,652.22",""
"2009","Finland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","228.8",""
"2009","Finland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","347.78",""
"2009","Sweden","Intentional homicide","Per hundred thousand inhabitants","1.00",""
"2009","Sweden","Attempted intentional homicide","Per hundred thousand inhabitants","8.54",""
"2009","Sweden","Assault","Per hundred thousand inhabitants","60.50",""
"2009","Sweden","Kidnapping","Per hundred thousand inhabitants",":",""
"2009","Sweden","Sexual violence","Per hundred thousand inhabitants","162.03",""
"2009","Sweden","Rape","Per hundred thousand inhabitants","58.91",""
"2009","Sweden","Sexual assault","Per hundred thousand inhabitants","103.12",""
"2009","Sweden","Robbery","Per hundred thousand inhabitants","103.39",""
"2009","Sweden","Burglary","Per hundred thousand inhabitants","1,035.22",""
"2009","Sweden","Burglary of private residential premises","Per hundred thousand inhabitants","428.89",""
"2009","Sweden","Theft","Per hundred thousand inhabitants","4,600.93",""
"2009","Sweden","Theft of a motorized land vehicle","Per hundred thousand inhabitants","436.01",""
"2009","Sweden","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","885.96",""
"2009","England and Wales","Intentional homicide","Per hundred thousand inhabitants","1.08",""
"2009","England and Wales","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2009","England and Wales","Assault","Per hundred thousand inhabitants","726.23",""
"2009","England and Wales","Kidnapping","Per hundred thousand inhabitants","3.38",""
"2009","England and Wales","Sexual violence","Per hundred thousand inhabitants","67.78",""
"2009","England and Wales","Rape","Per hundred thousand inhabitants","27.39",""
"2009","England and Wales","Sexual assault","Per hundred thousand inhabitants","40.39",""
"2009","England and Wales","Robbery","Per hundred thousand inhabitants","136.46",""
"2009","England and Wales","Burglary","Per hundred thousand inhabitants","982.29",""
"2009","England and Wales","Burglary of private residential premises","Per hundred thousand inhabitants","488.03",""
"2009","England and Wales","Theft","Per hundred thousand inhabitants","2,892.44",""
"2009","England and Wales","Theft of a motorized land vehicle","Per hundred thousand inhabitants","213.82",""
"2009","England and Wales","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","60.36",""
"2009","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.61",""
"2009","Scotland","Attempted intentional homicide","Per hundred thousand inhabitants","11.77",""
"2009","Scotland","Assault","Per hundred thousand inhabitants","107.75",""
"2009","Scotland","Kidnapping","Per hundred thousand inhabitants","5.16",""
"2009","Scotland","Sexual violence","Per hundred thousand inhabitants","92.97",""
"2009","Scotland","Rape","Per hundred thousand inhabitants","16.94",""
"2009","Scotland","Sexual assault","Per hundred thousand inhabitants","76.02",""
"2009","Scotland","Robbery","Per hundred thousand inhabitants","47.84",""
"2009","Scotland","Burglary","Per hundred thousand inhabitants","455.71",""
"2009","Scotland","Burglary of private residential premises","Per hundred thousand inhabitants","320.63",""
"2009","Scotland","Theft","Per hundred thousand inhabitants","2,221.44",""
"2009","Scotland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","178.34",""
"2009","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","189.79",""
"2009","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.62",""
"2009","Northern Ireland (UK)","Attempted intentional homicide","Per hundred thousand inhabitants","6.38",""
"2009","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","89.86",""
"2009","Northern Ireland (UK)","Kidnapping","Per hundred thousand inhabitants","4.59",""
"2009","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","99.04",""
"2009","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","23.63",""
"2009","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","75.41",""
"2009","Northern Ireland (UK)","Robbery","Per hundred thousand inhabitants","73.62",""
"2009","Northern Ireland (UK)","Burglary","Per hundred thousand inhabitants","710.96",""
"2009","Northern Ireland (UK)","Burglary of private residential premises","Per hundred thousand inhabitants","421.23",""
"2009","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1,601.62",""
"2009","Northern Ireland (UK)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","164.37",""
"2009","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","35.33",""
"2009","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.31",""
"2009","Iceland","Attempted intentional homicide","Per hundred thousand inhabitants","1.25",""
"2009","Iceland","Assault","Per hundred thousand inhabitants","24.74",""
"2009","Iceland","Kidnapping","Per hundred thousand inhabitants",":",""
"2009","Iceland","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Iceland","Rape","Per hundred thousand inhabitants","24.42",""
"2009","Iceland","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Iceland","Robbery","Per hundred thousand inhabitants","18.79",""
"2009","Iceland","Burglary","Per hundred thousand inhabitants","1,103.43",""
"2009","Iceland","Burglary of private residential premises","Per hundred thousand inhabitants","303.10",""
"2009","Iceland","Theft","Per hundred thousand inhabitants","1,750.02",""
"2009","Iceland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","170.96",""
"2009","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","403.92",""
"2009","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2009","Liechtenstein","Attempted intentional homicide","Per hundred thousand inhabitants","0.00",""
"2009","Liechtenstein","Assault","Per hundred thousand inhabitants","252.89",""
"2009","Liechtenstein","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2009","Liechtenstein","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Liechtenstein","Rape","Per hundred thousand inhabitants","0.00",""
"2009","Liechtenstein","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Liechtenstein","Robbery","Per hundred thousand inhabitants","5.62",""
"2009","Liechtenstein","Burglary","Per hundred thousand inhabitants","547.92",""
"2009","Liechtenstein","Burglary of private residential premises","Per hundred thousand inhabitants","542.30",""
"2009","Liechtenstein","Theft","Per hundred thousand inhabitants","564.78",""
"2009","Liechtenstein","Theft of a motorized land vehicle","Per hundred thousand inhabitants","19.67",""
"2009","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,003.12",""
"2009","Norway","Intentional homicide","Per hundred thousand inhabitants","0.60",""
"2009","Norway","Attempted intentional homicide","Per hundred thousand inhabitants","0.96",""
"2009","Norway","Assault","Per hundred thousand inhabitants","64.45",""
"2009","Norway","Kidnapping","Per hundred thousand inhabitants",":",""
"2009","Norway","Sexual violence","Per hundred thousand inhabitants","67.48",""
"2009","Norway","Rape","Per hundred thousand inhabitants","30.85",""
"2009","Norway","Sexual assault","Per hundred thousand inhabitants","30.10",""
"2009","Norway","Robbery","Per hundred thousand inhabitants","37.01",""
"2009","Norway","Burglary","Per hundred thousand inhabitants","493.33",""
"2009","Norway","Burglary of private residential premises","Per hundred thousand inhabitants","188.26",""
"2009","Norway","Theft","Per hundred thousand inhabitants","3,335.17",""
"2009","Norway","Theft of a motorized land vehicle","Per hundred thousand inhabitants","250.33",""
"2009","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","786.70",""
"2009","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.66",""
"2009","Switzerland","Attempted intentional homicide","Per hundred thousand inhabitants","2.40",""
"2009","Switzerland","Assault","Per hundred thousand inhabitants","6.80",""
"2009","Switzerland","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2009","Switzerland","Sexual violence","Per hundred thousand inhabitants","38.79",""
"2009","Switzerland","Rape","Per hundred thousand inhabitants","8.65",""
"2009","Switzerland","Sexual assault","Per hundred thousand inhabitants","30.14",""
"2009","Switzerland","Robbery","Per hundred thousand inhabitants","45.83",""
"2009","Switzerland","Burglary","Per hundred thousand inhabitants","834.44",""
"2009","Switzerland","Burglary of private residential premises","Per hundred thousand inhabitants","338.89",""
"2009","Switzerland","Theft","Per hundred thousand inhabitants","2,357.08",""
"2009","Switzerland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","119.75",""
"2009","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,113.26",""
"2009","Montenegro","Intentional homicide","Per hundred thousand inhabitants","1.62",""
"2009","Montenegro","Attempted intentional homicide","Per hundred thousand inhabitants","6.64",""
"2009","Montenegro","Assault","Per hundred thousand inhabitants","30.14",""
"2009","Montenegro","Kidnapping","Per hundred thousand inhabitants","0.49",""
"2009","Montenegro","Sexual violence","Per hundred thousand inhabitants","7.62",""
"2009","Montenegro","Rape","Per hundred thousand inhabitants","1.46",""
"2009","Montenegro","Sexual assault","Per hundred thousand inhabitants","6.16",""
"2009","Montenegro","Robbery","Per hundred thousand inhabitants","1.13",""
"2009","Montenegro","Burglary","Per hundred thousand inhabitants","271.08",""
"2009","Montenegro","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2009","Montenegro","Theft","Per hundred thousand inhabitants","106.29",""
"2009","Montenegro","Theft of a motorized land vehicle","Per hundred thousand inhabitants","8.26",""
"2009","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","64.49",""
"2009","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","1.71",""
"2009","North Macedonia","Attempted intentional homicide","Per hundred thousand inhabitants","2.25",""
"2009","North Macedonia","Assault","Per hundred thousand inhabitants","11.13",""
"2009","North Macedonia","Kidnapping","Per hundred thousand inhabitants","0.78",""
"2009","North Macedonia","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","North Macedonia","Rape","Per hundred thousand inhabitants","1.81",""
"2009","North Macedonia","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","North Macedonia","Robbery","Per hundred thousand inhabitants","29.14",""
"2009","North Macedonia","Burglary","Per hundred thousand inhabitants","561.35",""
"2009","North Macedonia","Burglary of private residential premises","Per hundred thousand inhabitants","78.69",""
"2009","North Macedonia","Theft","Per hundred thousand inhabitants","280.38",""
"2009","North Macedonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","29.63",""
"2009","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","26.90",""
"2009","Albania","Intentional homicide","Per hundred thousand inhabitants","2.57",""
"2009","Albania","Attempted intentional homicide","Per hundred thousand inhabitants","7.25",""
"2009","Albania","Assault","Per hundred thousand inhabitants","11.90",""
"2009","Albania","Kidnapping","Per hundred thousand inhabitants","0.16",""
"2009","Albania","Sexual violence","Per hundred thousand inhabitants","1.98",""
"2009","Albania","Rape","Per hundred thousand inhabitants","1.07",""
"2009","Albania","Sexual assault","Per hundred thousand inhabitants","0.91",""
"2009","Albania","Robbery","Per hundred thousand inhabitants","5.31",""
"2009","Albania","Burglary","Per hundred thousand inhabitants","5.31",""
"2009","Albania","Burglary of private residential premises","Per hundred thousand inhabitants","23.77",""
"2009","Albania","Theft","Per hundred thousand inhabitants","96.49",""
"2009","Albania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","15.83",""
"2009","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","20.32",""
"2009","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.85",""
"2009","Serbia","Attempted intentional homicide","Per hundred thousand inhabitants","2.88",""
"2009","Serbia","Assault","Per hundred thousand inhabitants","19.66",""
"2009","Serbia","Kidnapping","Per hundred thousand inhabitants","0.33",""
"2009","Serbia","Sexual violence","Per hundred thousand inhabitants","5.62",""
"2009","Serbia","Rape","Per hundred thousand inhabitants","1.51",""
"2009","Serbia","Sexual assault","Per hundred thousand inhabitants","4.10",""
"2009","Serbia","Robbery","Per hundred thousand inhabitants","62.62",""
"2009","Serbia","Burglary","Per hundred thousand inhabitants","193.61",""
"2009","Serbia","Burglary of private residential premises","Per hundred thousand inhabitants","83.45",""
"2009","Serbia","Theft","Per hundred thousand inhabitants","243.12",""
"2009","Serbia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","44.92",""
"2009","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","74.98",""
"2009","Turkey","Intentional homicide","Per hundred thousand inhabitants","2.92",""
"2009","Turkey","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2009","Turkey","Assault","Per hundred thousand inhabitants","271.35",""
"2009","Turkey","Kidnapping","Per hundred thousand inhabitants","17.76",""
"2009","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2009","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Turkey","Robbery","Per hundred thousand inhabitants","12.16",""
"2009","Turkey","Burglary","Per hundred thousand inhabitants","118.92",""
"2009","Turkey","Burglary of private residential premises","Per hundred thousand inhabitants","61.86",""
"2009","Turkey","Theft","Per hundred thousand inhabitants","244.06",""
"2009","Turkey","Theft of a motorized land vehicle","Per hundred thousand inhabitants","42.19",""
"2009","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants","1.74",""
"2009","Bosnia and Herzegovina","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Kidnapping","Per hundred thousand inhabitants","0.16",""
"2009","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Rape","Per hundred thousand inhabitants","0.75",""
"2009","Bosnia and Herzegovina","Sexual assault","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Robbery","Per hundred thousand inhabitants",":",""
"2009","Bosnia and Herzegovina","Burglary","Per hundred thousand inhabitants","328.23",""
"2009","Bosnia and Herzegovina","Burglary of private residential premises","Per hundred thousand inhabitants","95.55",""
"2009","Bosnia and Herzegovina","Theft","Per hundred thousand inhabitants","175.34",""
"2009","Bosnia and Herzegovina","Theft of a motorized land vehicle","Per hundred thousand inhabitants","45.21",""
"2009","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1.35",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Per hundred thousand inhabitants","3.35",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Attempted intentional homicide","Per hundred thousand inhabitants","8.39",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Per hundred thousand inhabitants","162.29",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Kidnapping","Per hundred thousand inhabitants","2.29",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Per hundred thousand inhabitants","6.28",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Per hundred thousand inhabitants","2.02",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Per hundred thousand inhabitants","4.26",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Robbery","Per hundred thousand inhabitants","26.87",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary","Per hundred thousand inhabitants","270.24",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary of private residential premises","Per hundred thousand inhabitants","105.70",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Per hundred thousand inhabitants","631.50",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","17.84",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","16.69",""
"2010","Belgium","Intentional homicide","Per hundred thousand inhabitants","1.74",""
"2010","Belgium","Attempted intentional homicide","Per hundred thousand inhabitants","7.03",""
"2010","Belgium","Assault","Per hundred thousand inhabitants","717.33",""
"2010","Belgium","Kidnapping","Per hundred thousand inhabitants","10.35",""
"2010","Belgium","Sexual violence","Per hundred thousand inhabitants","100.77",""
"2010","Belgium","Rape","Per hundred thousand inhabitants","30.52",""
"2010","Belgium","Sexual assault","Per hundred thousand inhabitants","70.25",""
"2010","Belgium","Robbery","Per hundred thousand inhabitants","220.08",""
"2010","Belgium","Burglary","Per hundred thousand inhabitants","843.13",""
"2010","Belgium","Burglary of private residential premises","Per hundred thousand inhabitants","586.70",""
"2010","Belgium","Theft","Per hundred thousand inhabitants","2,106.61",""
"2010","Belgium","Theft of a motorized land vehicle","Per hundred thousand inhabitants","183.13",""
"2010","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","136.07",""
"2010","Bulgaria","Intentional homicide","Per hundred thousand inhabitants","1.99",""
"2010","Bulgaria","Attempted intentional homicide","Per hundred thousand inhabitants","0.84",""
"2010","Bulgaria","Assault","Per hundred thousand inhabitants","40.93",""
"2010","Bulgaria","Kidnapping","Per hundred thousand inhabitants","1.59",""
"2010","Bulgaria","Sexual violence","Per hundred thousand inhabitants","9.38",""
"2010","Bulgaria","Rape","Per hundred thousand inhabitants","2.84",""
"2010","Bulgaria","Sexual assault","Per hundred thousand inhabitants","6.53",""
"2010","Bulgaria","Robbery","Per hundred thousand inhabitants","50.35",""
"2010","Bulgaria","Burglary","Per hundred thousand inhabitants","323.44",""
"2010","Bulgaria","Burglary of private residential premises","Per hundred thousand inhabitants","112.35",""
"2010","Bulgaria","Theft","Per hundred thousand inhabitants","680.15",""
"2010","Bulgaria","Theft of a motorized land vehicle","Per hundred thousand inhabitants","53.06",""
"2010","Bulgaria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","50.73",""
"2010","Czechia","Intentional homicide","Per hundred thousand inhabitants","1.00",""
"2010","Czechia","Attempted intentional homicide","Per hundred thousand inhabitants","0.65",""
"2010","Czechia","Assault","Per hundred thousand inhabitants","45.75",""
"2010","Czechia","Kidnapping","Per hundred thousand inhabitants","0.15",""
"2010","Czechia","Sexual violence","Per hundred thousand inhabitants","12.78",""
"2010","Czechia","Rape","Per hundred thousand inhabitants","5.60",""
"2010","Czechia","Sexual assault","Per hundred thousand inhabitants","7.18",""
"2010","Czechia","Robbery","Per hundred thousand inhabitants","38.41",""
"2010","Czechia","Burglary","Per hundred thousand inhabitants","561.63",""
"2010","Czechia","Burglary of private residential premises","Per hundred thousand inhabitants","51.36",""
"2010","Czechia","Theft","Per hundred thousand inhabitants","1,214.11",""
"2010","Czechia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","586.68",""
"2010","Czechia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","28.77",""
"2010","Denmark","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2010","Denmark","Attempted intentional homicide","Per hundred thousand inhabitants","2.75",""
"2010","Denmark","Assault","Per hundred thousand inhabitants","31.67",""
"2010","Denmark","Kidnapping","Per hundred thousand inhabitants",":",""
"2010","Denmark","Sexual violence","Per hundred thousand inhabitants","36.32",""
"2010","Denmark","Rape","Per hundred thousand inhabitants","17.24",""
"2010","Denmark","Sexual assault","Per hundred thousand inhabitants","19.08",""
"2010","Denmark","Robbery","Per hundred thousand inhabitants","60.92",""
"2010","Denmark","Burglary","Per hundred thousand inhabitants","1,746.84",""
"2010","Denmark","Burglary of private residential premises","Per hundred thousand inhabitants","1,128.33",""
"2010","Denmark","Theft","Per hundred thousand inhabitants","5,282.09",""
"2010","Denmark","Theft of a motorized land vehicle","Per hundred thousand inhabitants","9.97",""
"2010","Denmark","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","353.89",""
"2010","Germany (until 1990 former territory of the FRG)","Intentional homicide","Per hundred thousand inhabitants","0.85",""
"2010","Germany (until 1990 former territory of the FRG)","Attempted intentional homicide","Per hundred thousand inhabitants","1.98",""
"2010","Germany (until 1990 former territory of the FRG)","Assault","Per hundred thousand inhabitants","174.69",""
"2010","Germany (until 1990 former territory of the FRG)","Kidnapping","Per hundred thousand inhabitants","5.99",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual violence","Per hundred thousand inhabitants","44.70",""
"2010","Germany (until 1990 former territory of the FRG)","Rape","Per hundred thousand inhabitants","9.44",""
"2010","Germany (until 1990 former territory of the FRG)","Sexual assault","Per hundred thousand inhabitants","35.26",""
"2010","Germany (until 1990 former territory of the FRG)","Robbery","Per hundred thousand inhabitants","58.88",""
"2010","Germany (until 1990 former territory of the FRG)","Burglary","Per hundred thousand inhabitants","485.73",""
"2010","Germany (until 1990 former territory of the FRG)","Burglary of private residential premises","Per hundred thousand inhabitants","148.34",""
"2010","Germany (until 1990 former territory of the FRG)","Theft","Per hundred thousand inhabitants","1,491.38",""
"2010","Germany (until 1990 former territory of the FRG)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","93.06",""
"2010","Germany (until 1990 former territory of the FRG)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","282.39",""
"2010","Estonia","Intentional homicide","Per hundred thousand inhabitants","5.25",""
"2010","Estonia","Attempted intentional homicide","Per hundred thousand inhabitants","1.05",""
"2010","Estonia","Assault","Per hundred thousand inhabitants","7.73",""
"2010","Estonia","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2010","Estonia","Sexual violence","Per hundred thousand inhabitants","13.35",""
"2010","Estonia","Rape","Per hundred thousand inhabitants","6.08",""
"2010","Estonia","Sexual assault","Per hundred thousand inhabitants","7.28",""
"2010","Estonia","Robbery","Per hundred thousand inhabitants","44.93",""
"2010","Estonia","Burglary","Per hundred thousand inhabitants",":",""
"2010","Estonia","Burglary of private residential premises","Per hundred thousand inhabitants","239.71",""
"2010","Estonia","Theft","Per hundred thousand inhabitants","1,894.04",""
"2010","Estonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","65.25",""
"2010","Estonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","223.28",""
"2010","Ireland","Intentional homicide","Per hundred thousand inhabitants","1.21",""
"2010","Ireland","Attempted intentional homicide","Per hundred thousand inhabitants","0.15",""
"2010","Ireland","Assault","Per hundred thousand inhabitants","80.91",""
"2010","Ireland","Kidnapping","Per hundred thousand inhabitants","1.80",""
"2010","Ireland","Sexual violence","Per hundred thousand inhabitants","46.88",""
"2010","Ireland","Rape","Per hundred thousand inhabitants","10.28",""
"2010","Ireland","Sexual assault","Per hundred thousand inhabitants","36.59",""
"2010","Ireland","Robbery","Per hundred thousand inhabitants","71.08",""
"2010","Ireland","Burglary","Per hundred thousand inhabitants","573.58",""
"2010","Ireland","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2010","Ireland","Theft","Per hundred thousand inhabitants","1,684.89",""
"2010","Ireland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","255.39",""
"2010","Ireland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","435.06",""
"2010","Greece","Intentional homicide","Per hundred thousand inhabitants","1.58",""
"2010","Greece","Attempted intentional homicide","Per hundred thousand inhabitants","1.74",""
"2010","Greece","Assault","Per hundred thousand inhabitants","9.90",""
"2010","Greece","Kidnapping","Per hundred thousand inhabitants","1.56",""
"2010","Greece","Sexual violence","Per hundred thousand inhabitants","4.59",""
"2010","Greece","Rape","Per hundred thousand inhabitants","1.93",""
"2010","Greece","Sexual assault","Per hundred thousand inhabitants","1.68",""
"2010","Greece","Robbery","Per hundred thousand inhabitants","54.67",""
"2010","Greece","Burglary","Per hundred thousand inhabitants","727.15",""
"2010","Greece","Burglary of private residential premises","Per hundred thousand inhabitants","221.26",""
"2010","Greece","Theft","Per hundred thousand inhabitants","1,065.88",""
"2010","Greece","Theft of a motorized land vehicle","Per hundred thousand inhabitants","248.10",""
"2010","Greece","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","93.99",""
"2010","Spain","Intentional homicide","Per hundred thousand inhabitants","0.86",""
"2010","Spain","Attempted intentional homicide","Per hundred thousand inhabitants","1.65",""
"2010","Spain","Assault","Per hundred thousand inhabitants","53.94",""
"2010","Spain","Kidnapping","Per hundred thousand inhabitants","0.27",""
"2010","Spain","Sexual violence","Per hundred thousand inhabitants","21.41",""
"2010","Spain","Rape","Per hundred thousand inhabitants","3.39",""
"2010","Spain","Sexual assault","Per hundred thousand inhabitants","18.02",""
"2010","Spain","Robbery","Per hundred thousand inhabitants","181.58",""
"2010","Spain","Burglary","Per hundred thousand inhabitants","431.07",""
"2010","Spain","Burglary of private residential premises","Per hundred thousand inhabitants","237.12",""
"2010","Spain","Theft","Per hundred thousand inhabitants","311.10",""
"2010","Spain","Theft of a motorized land vehicle","Per hundred thousand inhabitants","141.27",""
"2010","Spain","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","30.96",""
"2010","France","Intentional homicide","Per hundred thousand inhabitants","1.23",""
"2010","France","Attempted intentional homicide","Per hundred thousand inhabitants","1.66",""
"2010","France","Assault","Per hundred thousand inhabitants","358.67",""
"2010","France","Kidnapping","Per hundred thousand inhabitants","3.24",""
"2010","France","Sexual violence","Per hundred thousand inhabitants","35.51",""
"2010","France","Rape","Per hundred thousand inhabitants","15.63",""
"2010","France","Sexual assault","Per hundred thousand inhabitants","19.88",""
"2010","France","Robbery","Per hundred thousand inhabitants","187.19",""
"2010","France","Burglary","Per hundred thousand inhabitants","506.24",""
"2010","France","Burglary of private residential premises","Per hundred thousand inhabitants","293.77",""
"2010","France","Theft","Per hundred thousand inhabitants","1,813.45",""
"2010","France","Theft of a motorized land vehicle","Per hundred thousand inhabitants","302.15",""
"2010","France","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","9.08",""
"2010","Croatia","Intentional homicide","Per hundred thousand inhabitants","1.44",""
"2010","Croatia","Attempted intentional homicide","Per hundred thousand inhabitants","2.91",""
"2010","Croatia","Assault","Per hundred thousand inhabitants","22.92",""
"2010","Croatia","Kidnapping","Per hundred thousand inhabitants","0.30",""
"2010","Croatia","Sexual violence","Per hundred thousand inhabitants","9.23",""
"2010","Croatia","Rape","Per hundred thousand inhabitants","3.28",""
"2010","Croatia","Sexual assault","Per hundred thousand inhabitants","5.95",""
"2010","Croatia","Robbery","Per hundred thousand inhabitants","28.93",""
"2010","Croatia","Burglary","Per hundred thousand inhabitants","428.83",""
"2010","Croatia","Burglary of private residential premises","Per hundred thousand inhabitants","95.47",""
"2010","Croatia","Theft","Per hundred thousand inhabitants","315.49",""
"2010","Croatia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","32.12",""
"2010","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","180.90",""
"2010","Italy","Intentional homicide","Per hundred thousand inhabitants","0.89",""
"2010","Italy","Attempted intentional homicide","Per hundred thousand inhabitants","2.21",""
